,FIA001,FIA1,FIA10,FIA100,FIB1,FIB10,FIB100,FIC01,FIC1,FIC100,FIIA001,FIIA01,FIIA1,FIIA100,FIIB1,FIIB10,FIIB100,FIIC01,FIIC1,FIIC10,FIIC100,FIIIA001,FIIIA01,FIIIA1,FIIIA100,FIIIB1,FIIIB10,FIIIB100,FIIIC01,FIIIC1,FIIIC10,SC93A01,SC93A10,SC93A20,SC93B1,SC93B40,SC93C01,SC93C1,SC93C10,SC93C50,SC98A001,SC98A01,SC98A1,SC98A10,SC98A100,SC98B1,SC98B10,SC98B100,SC98C01,SC98C1,SC98C10,SC98C100,SCIA1,SCIA10,SCIA100,SCIB1,SCIB10,SCIB100,SCIC1,SCIC100,P72IA001,P72IA01,P72IA1,P72IA10,P72IA100,P72IB1,P72IB10,P72IB100,P72IC01,P72IC1,P72IC10,P72IC100,P72IIA001,P72IIA01,P72IIA1,P72IIB10,P72IIB100,P72IIC01,P72IIC10,P72IIC100,P72IIIA01,P72IIIA1,P72IIIA10,P72IIIA100,P72IIIB1,P72IIIB100,P72IIIC01,P72IIIC1,P72IIIC10,P72IIIC100
P72IIIB10_HCU5D,0,1,0,5,1,0,0,0,0,0,1,2,0,0,0,27,10,19,0,0,0,0,0,0,8,0,2,0,0,0,0,1,1,0,0,0,3,1,0,2,0,1,0,0,0,0,0,5,0,1,0,0,1,5,0,6,0,11,4,2,4,13,9,5,3,0,1,4,12,1,1,1,8,5,2,3,1,0,0,1,1,0,1,1,0,0,0,0,0,0
FIIA1_FWMBL,109,74,64,44,122,25,47,77,144,233,4,0,19,0,2,4,4,5,0,11,0,3,1,10,2,0,3,0,1,0,0,16,9,5,29,0,27,9,1,26,0,4,0,0,3,0,3,20,0,0,0,0,7,37,5,18,2,32,9,6,11,20,19,9,19,36,28,3,14,10,52,20,7,1,2,2,8,71,5,39,43,11,7,12,13,16,18,27,18,17
FIIIB10_APHKZ,1,4,0,0,1,0,0,1,6,6,11,1,1,0,42,0,1,2,5,29,19,1,1,0,0,0,40,0,4,0,5,2,1,8,1,1,1,0,0,0,0,6,1,2,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,2,1,10,1,2,1,7,0,0,1,1,1,6,0,6,10,1,0,3,0,1,0,0,0,1,0,0
FIIB10_CBYUH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC93C1_EXDXT,0,1,6,4,1,0,0,4,0,0,0,3,0,0,0,2,1,67,0,3,1,0,0,0,0,0,0,0,0,0,1,1,4,1,0,3,1,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,2,4,0,8,6,1,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,1,17,0,2,2,3,6,0,7
SC93B1_D5X07,31,44,25,73,55,43,25,38,163,51,1,2,97,8,2,5,26,6,2,21,7,6,0,2,51,0,25,0,0,0,6,178,329,102,524,32,340,172,16,128,0,3,2,1,6,1,5,153,0,0,1,0,29,48,111,14,43,37,25,30,313,311,142,134,153,196,245,110,269,380,346,200,32,10,96,42,104,381,17,166,124,74,140,70,94,30,125,210,146,99
FIA001_CIMTZ,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FIIB10_BY9N1,0,10,6,36,2,2,22,4,1,32,4,0,1,0,0,10,52,0,0,12,0,2,0,0,3,0,8,0,0,0,0,25,0,0,4,0,17,1,1,3,0,1,0,0,1,0,0,9,0,0,0,0,44,1,0,1,0,9,0,1,1,0,2,3,2,1,1,2,6,4,4,0,3,0,2,1,2,0,1,0,6,4,6,11,7,14,9,3,9,4
P72IIIC1_DD1PO,0,0,0,1,0,1,0,1,2,0,0,0,5,0,6,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,2,0,1,3,0,2,2,1,0,1,0,5,6,5,5,3,2,4,1,13,7
P72IIIC01_ELQ4F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,1,4,0,0,1
P72IIB100_F6QYB,17,18,21,6,10,9,8,31,16,21,14,78,2,1,4,15,47,118,4,44,6,2,0,1,3,2,4,0,0,0,0,15,8,4,33,0,17,15,21,31,0,2,1,0,35,0,0,20,1,0,0,1,42,52,7,39,16,49,52,11,2,5,7,3,1,6,3,0,4,5,23,4,1,1,1,0,3,10,2,7,1,0,1,3,0,3,0,1,1,2
FIIIB1_EEFVO,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P72IIB10_ERST9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P72IC01_F74ZG,0,0,0,0,0,0,2,0,6,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,4,0,0,0,0,1,0,0,0,1,0,3,3,0,0,0,0,0,4,2,1
P72IA100_FSHWV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
P72IIIB100_ET1ZE,0,2,0,0,1,0,5,0,9,0,5,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,9,0,0,0,0,0,1,0,0,0,0,0,10,0,3,0,0,1,0,0,0,0,1,0,0,2,2,1,5,0,0,1,0,0,0,0,0,0,0,7,2,1,0,1,6,0,8,20,1
P72IA001_FPXYZ,0,7,0,0,3,0,9,0,1,4,0,0,3,0,0,0,0,0,0,4,1,0,0,0,2,0,2,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,5,12,0,0,0,2,0,0,3,2,2,0,0,0,0,0,0,3,0,0,3,1,2,1,2,0,1,0,1,7
P72IIIC01_D7Y02,1,1,2,14,2,3,1,2,0,5,1,2,73,5,2,1,0,14,0,6,2,2,1,1,6,1,4,0,1,5,0,0,0,0,0,1,3,0,3,0,0,1,0,1,2,1,0,1,0,2,0,7,0,2,1,2,2,0,2,0,17,26,12,24,37,21,4,3,15,19,12,37,0,2,1,0,42,10,27,71,30,78,62,168,108,52,69,34,49,42
SC93C1_ESLMY,0,1,1,2,1,0,4,3,2,0,6,1,0,0,0,1,3,7,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,3,2,1,6,8,0,2,0,1,0,0,0,0,0,3,0,0,1,1,9,1,4,9,3,5,1,2,17,3,9,7,6,3,0,7,5,0,11,20,3,0,2,0,4,1,1,16,1,1,0,3,5,6,0,0,15,8
SC98A01_G1S6O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIA100_FYNL5,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,2,1,0,1,0,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
P72IB10_GDS86,0,3,0,6,0,2,0,0,0,0,3,0,17,0,0,0,0,3,0,0,2,0,0,1,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,20,20,8,33,9,14,36,25,33,12,5,4,30,68,46,102,24,6,23,19,0,0,0,0,0,0,0,0,0,0
FIIIA01_EQAN1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,2,1,0,3,4,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCIA1_H1T40,0,2,2,2,0,0,0,0,5,0,0,2,2,0,1,1,0,17,1,4,2,0,0,5,0,0,2,0,0,0,0,3,2,8,9,1,3,11,0,4,0,0,1,1,2,0,0,0,0,0,1,0,6,1,4,3,3,9,5,6,1,3,4,2,5,0,3,5,4,0,2,3,0,0,4,3,1,19,2,9,3,1,0,2,0,4,0,0,0,0
FIIA100_GE1I9,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIB100_F6B29,0,0,0,1,2,2,2,2,2,0,1,0,0,0,0,11,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,13,12,6,2,2,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P72IIB100_GC50V,1,0,3,6,0,0,0,0,0,1,0,0,1,0,0,1,2,3,0,4,3,2,0,0,1,0,5,0,0,0,0,26,4,10,2,5,10,16,2,2,0,0,3,0,0,1,0,4,0,0,0,0,9,3,2,11,3,5,3,0,6,3,2,4,3,1,2,4,4,0,3,5,2,4,4,0,12,0,2,5,8,0,0,16,7,35,5,3,24,13
FIIB100_FNBE4,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,1,3,0,0,1,0,0,0,0,1,0,0,0,2,4,9,0,6,0,0,1,2,0,0,0,0,1,2,0,2,5,0,1,1,0,0,0,0,0,0,1,0,2,1,2,0,1,0,2,2,2,7
P72IIIA10_EJCCY,0,0,0,8,0,0,1,0,1,0,0,0,7,0,0,1,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,14,7,5,14,14,8,5,7,8,15,13,2,1,1,3,12,7,2,20,10,10,25,12,10,3,10,9,21,9
P72IIIA01_C2BMF,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,2,0,1,2,1,0,6,2,2,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,0,1,0,3,0,2,4,4,3,3,4,1,2,8,0,3,3,2,2,5,5,3,2,5,0,8,1,6,3,0,4,0,1,2,1
SC93A01_JSSMU,18,8,5,32,10,19,3,24,42,1,7,4,34,9,4,5,7,1,0,14,1,0,1,5,21,4,5,0,0,1,0,60,54,21,120,32,71,42,24,92,0,0,3,1,8,0,3,21,0,0,0,5,31,62,18,12,36,111,17,28,29,28,25,26,45,21,81,46,39,33,50,46,8,1,19,7,42,67,7,34,38,5,40,31,17,29,33,32,27,41
SC93A01_JSZTP,2,4,0,0,3,3,0,3,3,0,1,0,0,1,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,2,1,0,0,0,0,1,1,0,1,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,0,0,0
FIIA001_FYZVP,20,3,2,0,5,7,2,4,1,1,2,1,9,3,1,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,1,1,11,7,7,3,0,3,4,28,0,0,2,4,2,1,0,8,0,0,0,0,23,11,25,9,15,29,38,10,0,3,8,3,1,1,1,9,4,3,4,4,1,3,7,9,3,6,0,0,1,0,1,1,4,0,2,1,0,0
SC98C100_H7BCH,0,0,1,1,0,0,0,1,0,0,0,0,0,2,2,1,0,0,0,5,2,0,0,2,0,0,15,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,2,1,1,0,0,0,1,0,1,0,0,6,0,2,0,2,1,0,1,0,0,1,0,1,2,0,1
P72IIA1_EOL1F,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P72IIIC10_FTFMO,0,0,0,2,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,1,1,1,0,0,0,4,2,0,0,4,0,1,1,0,1,0,0,4,3,0,9,1,8,116,1
P72IIC100_FN9DW,4,2,4,11,2,1,1,2,1,3,2,2,15,1,0,9,4,9,0,1,1,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,3,1,1,1,0,0,0,0,1,0,0,1,0,0,0,2,2,20,11,3,23,23,8,6,8,12,1,5,16,33,20,25,7,6,13,19,68,2,16,2,4,5,6,6,6,2,2
FIIB100_FRBFW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P72IC1_F0PGB,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,2,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4,0
P72IIIA100_BSFS1,0,3,2,19,5,0,1,3,0,2,1,5,0,0,3,2,0,1,0,8,4,0,0,2,3,0,4,0,0,0,0,35,21,21,14,33,37,35,8,12,0,0,0,3,0,1,0,21,0,2,3,2,28,8,45,35,8,38,9,31,18,1,41,12,16,4,1,29,3,0,24,29,19,21,31,0,17,0,13,12,5,0,0,18,16,45,9,2,25,36
SC93C1_D58JG,16,6,1,4,2,21,0,4,16,4,0,0,1,0,1,2,0,0,0,0,2,1,1,0,2,0,7,0,2,0,34,16,2,0,4,0,24,19,0,0,0,0,0,2,2,0,0,0,0,2,1,8,8,2,2,8,0,98,10,2,2,1,8,0,5,2,2,0,2,1,0,2,2,3,1,0,1,2,1,2,16,12,16,11,4,107,8,10,25,14
FIA001_BXY2K,5,3,4,13,1,3,1,11,6,5,2,0,7,0,0,0,0,0,0,0,0,2,0,1,6,0,4,0,0,0,1,4,9,5,1,48,1,6,3,4,0,0,0,1,0,0,0,5,0,0,0,0,2,7,1,9,2,4,1,2,6,8,5,9,3,14,10,4,9,9,11,4,10,5,6,3,6,14,3,5,9,10,17,3,6,3,24,18,6,8
SC98A100_IB7BQ,0,0,0,2,0,1,0,0,1,0,1,2,0,0,0,2,0,13,0,3,0,0,0,0,0,1,5,0,0,0,1,0,2,4,0,6,0,6,0,0,0,0,0,2,2,3,0,0,0,0,2,3,2,0,3,1,2,1,5,4,0,1,2,0,1,0,0,0,0,0,0,0,3,2,0,0,0,1,0,2,1,0,3,1,1,1,0,0,2,2
SC93C50_F2HP9,3,1,0,2,1,4,2,1,0,0,4,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,6,2,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,4,0,0,4,1,1,1,2,0,0,1,2,2
FIA100_CI90P,0,0,0,3,0,1,0,0,0,3,0,0,0,0,0,1,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCIB10_EJ45X,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FIIA001_F9IWT,23,25,28,7,18,16,9,24,15,42,8,31,5,0,2,6,13,28,0,18,1,0,0,2,4,0,2,0,0,1,0,12,15,2,12,3,5,9,9,11,0,0,0,0,17,0,0,2,0,0,0,0,18,23,5,7,5,15,8,3,3,19,6,1,12,3,10,1,22,8,18,6,6,2,3,1,1,12,3,4,13,0,6,2,4,7,5,1,3,9
SC98A100_IPDOF,3,5,0,1,1,1,3,5,2,0,13,26,3,1,22,6,0,10,6,2,3,19,9,1,1,0,0,0,3,2,0,6,0,0,2,1,1,1,7,1,0,0,0,0,31,2,0,1,0,0,1,0,0,1,0,0,4,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,2,0,1,0,0,0,0
SCIA1_H66J8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P72IA100_GCY6W,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,3,1
FIIC1_FYFRY,2,1,0,0,0,0,0,0,1,0,14,5,1,0,4,0,5,4,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,36,0,0,22,0,0,0,0,15,7,0,6,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCIC1_FRUZR,2,0,0,0,2,0,0,0,0,0,0,2,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,1,1,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FIIA01_BS7J1,0,0,1,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC98B10_GCV5Y,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SCIA1_ISWS7,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,5,0,0,21,0,0,0,0,6,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,4,0,0,0,2
FIA001_CBKEI,1,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,2,4,1,0,0,3,1,1,1,2,0,0,0,1,1,0,1,4,0,0,1,0,0,1,2,0,0
P72IIC01_H1KW3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,0,2,0,2,0,0,2,0,0,4,0,0,1,5
FIIC01_JCSCB,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P72IIIC10_FTINK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
P72IIIB10_HMEWZ,1,0,2,1,0,1,3,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,2,7,5,2,6,3,8,10,11,4,2,6,8,2,3,8,0,6,1,11,0,3,4,1,2,6,1,0
P72IA001_F9QVR,2,1,1,4,2,8,5,3,1,1,0,2,12,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,23,44,12,23,25,13,19,16,24,16,6,11,43,40,36,35,12,4,13,14,2,1,1,0,1,1,1,1,0,1
SC93C10_FZCU2,0,6,0,1,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,17,1,5,1,0,0,95,0,0,0,0,0,0,0,84,0,0,0,0,0,1,0,0,0,3,0,0,2,1,13,1,3,1,0,3,0,0,0,0,0,1,3,0,0,5,2,3,0,0,1,0,0,2,0,0,0,16,0,1,0,0,0,0,0,0,0
FIIC10_A7E2F,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIIA100_FU7NG,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,5,2,0,2,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0
P72IB100_EPYQI,2,0,0,3,1,1,0,3,0,5,9,10,7,0,1,0,1,3,0,0,1,0,6,0,4,0,2,0,1,0,6,1,0,3,0,2,1,0,1,1,0,0,0,0,5,2,0,1,0,0,0,0,3,0,0,0,0,0,1,1,8,10,5,24,13,3,12,2,8,4,6,5,19,19,5,15,5,1,13,2,5,2,2,1,6,2,5,10,1,1
SC98A100_IESWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC98A100_IJKLQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P72IIIA10_EC55Y,3,12,47,12,19,10,17,22,44,42,0,0,1,1,0,2,9,2,0,17,0,1,0,0,10,0,2,0,0,1,0,9,2,0,3,0,7,1,0,16,0,0,0,0,1,0,0,16,0,0,0,0,3,41,2,56,0,4,13,7,1,0,2,0,2,3,1,0,5,1,2,2,0,0,0,0,0,2,2,2,28,0,9,1,6,6,29,6,3,9
P72IIIA01_DB60V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
