"FIA001" "FIA1" "FIA10" "FIA100" "FIB1" "FIB10" "FIB100" "FIC01" "FIC1" "FIC100" "FIIA001" "FIIA01" "FIIA1" "FIIA100" "FIIB1" "FIIB10" "FIIB100" "FIIC01" "FIIC1" "FIIC10" "FIIC100" "FIIIA001" "FIIIA01" "FIIIA1" "FIIIA100" "FIIIB1" "FIIIB10" "FIIIB100" "FIIIC01" "FIIIC1" "FIIIC10" "SC93A01" "SC93A10" "SC93A20" "SC93B1" "SC93B40" "SC93C01" "SC93C1" "SC93C10" "SC93C50" "SC98A001" "SC98A01" "SC98A1" "SC98A10" "SC98A100" "SC98B1" "SC98B10" "SC98B100" "SC98C01" "SC98C1" "SC98C10" "SC98C100" "SCIA1" "SCIA10" "SCIA100" "SCIB1" "SCIB10" "SCIB100" "SCIC1" "SCIC100" "P72IA001" "P72IA01" "P72IA1" "P72IA10" "P72IA100" "P72IB1" "P72IB10" "P72IB100" "P72IC01" "P72IC1" "P72IC10" "P72IC100" "P72IIA001" "P72IIA01" "P72IIA1" "P72IIB10" "P72IIB100" "P72IIC01" "P72IIC10" "P72IIC100" "P72IIIA01" "P72IIIA1" "P72IIIA10" "P72IIIA100" "P72IIIB1" "P72IIIB100" "P72IIIC01" "P72IIIC1" "P72IIIC10" "P72IIIC100" "cluster.size"
"FIIA001" 0.139453833634681 0.184135955752755 0.178842103764541 0.200234859980107 0.171385273074392 0.111947898815421 0.144675928908171 0.145474399173746 0.241174630816887 0.212852879332329 0 0.0658985216875641 0.156309319606165 0.107146638220147 0.0877841197599915 0.0761497500935395 0.129037903457078 0.144216984492458 0.0932217187130139 0.0959427054828677 0.107624427883776 0.116100026929157 0.128098520669643 0.111467821379641 0.095118724358992 0.126712096434135 0.0852247193770097 0.149893246695514 0.128469672512617 0.125366603876457 0.123167096679636 0.253871182759955 0.208899085562539 0.122972005937436 0.31839421400504 0.112207759280502 0.30329683408167 0.195039916613557 0.0991676668455778 0.201466471177708 0.129457917153562 0.115457568297803 0.121966852876103 0.12863774680091 0.100057695725942 0.137737836121449 0.137373103178172 0.202062486150417 0.131985266959351 0.13781904859868 0.133135453055398 0.129888793921393 0.145143541098758 0.207481524396616 0.126906617022278 0.169893963307218 0.117533422873046 0.275441229166332 0.120958229362283 0.1006589596074 0.295616466692511 0.268272599635164 0.284649061954391 0.222415764083395 0.268397472822694 0.267777368459006 0.254026432140497 0.26816954246702 0.269523648635542 0.256312303015696 0.304603036852079 0.259479468804011 0.188851934248153 0.192005093760622 0.227299094207959 0.179015758972043 0.248974283091653 0.33093085009434 0.179198003026048 0.27902476299354 0.260415943920394 0.180981871907538 0.245189325999197 0.285741319364465 0.229586160710576 0.298400570329469 0.256242058919858 0.232580475116149 0.277252296226318 0.301409685268952 0.138813380466759
"FIIA01" 0.120697460861051 0.16358972323286 0.156131551174648 0.17689148405424 0.14974535077536 0.0958879767217028 0.124833567554018 0.124320397568945 0.221218737590529 0.191184390230781 0.0658985216875641 0 0.139742412944156 0.112765816125525 0.0926929326936483 0.0813217991591015 0.109681223471173 0.114376040690206 0.111066443650654 0.0728098479152961 0.112436201591644 0.118067193707917 0.130443312336117 0.113531846512485 0.0798218856105607 0.128342270019954 0.0881618487520101 0.148964263556103 0.128586610621624 0.128205068755758 0.121015710095439 0.233285024628908 0.190645499778403 0.104676230399878 0.298716413436151 0.0910954017582237 0.281191430278269 0.174458490979226 0.0930911985882362 0.184646625940476 0.128941672590113 0.11842031345583 0.123799663956962 0.130831017415692 0.0894915854385735 0.137626234936309 0.137893613772117 0.184366614836588 0.131630552109647 0.137369770429481 0.135071964023252 0.130478355528064 0.123230026230331 0.186114394923805 0.109007755550243 0.144078743873377 0.10036955264612 0.257811610229659 0.1004032924014 0.0833367947332665 0.276016805210155 0.249815061265824 0.265271228848259 0.202597950312958 0.250587278673446 0.245581785198978 0.236287981075105 0.252562145131663 0.254303066039667 0.234265813080243 0.284823712470666 0.239611301541469 0.189165252297431 0.195762366499642 0.211618440130791 0.188465636967331 0.225751927399935 0.314158800146109 0.17646173585791 0.256833179823017 0.241763091053236 0.158615083337157 0.22215010843132 0.260904060120583 0.208338215810281 0.281187388130993 0.232272969635665 0.210655149558685 0.254288706508969 0.280179800636921 0.120159640420229
"FIIA1" 0.117689961354851 0.146861763713333 0.150893182696444 0.136938012035298 0.137369127676366 0.134406108735587 0.131850816833377 0.124717146874242 0.186187439501511 0.178716435351044 0.156309319606165 0.139742412944156 0 0.18451374512652 0.175406155287152 0.155150940371311 0.141400372566952 0.13014008694754 0.187740637496942 0.122490988083425 0.187450843210582 0.191703498169461 0.205446478701158 0.182539635620815 0.13488304333439 0.202716874559946 0.158870094437179 0.217317227952689 0.201504778900151 0.201407862810115 0.191432960253133 0.197523364577417 0.159871318071113 0.124350140092896 0.261245669237122 0.1502776233283 0.242844018332109 0.140810179629763 0.160528741658325 0.144444042071485 0.200460362371989 0.178720442646802 0.199275434877054 0.205401891433323 0.173829258697557 0.210698095480501 0.208294354580598 0.158966141761948 0.205184010398621 0.21111062981264 0.208461205698386 0.203057692652367 0.123884429989523 0.169098002218396 0.137921772420582 0.13945990136589 0.128127305787954 0.22147775912385 0.131212107717343 0.141602519921452 0.194028694511076 0.166480715341414 0.193043430465855 0.138836569258731 0.169982528475218 0.171501693801973 0.158656487838855 0.177052029825181 0.172409781141817 0.165745927355751 0.219753895392383 0.164878531033903 0.134661645868293 0.155976115803804 0.14921022024695 0.152541281280795 0.16730675857066 0.237921767813053 0.141770888001865 0.183592389942296 0.178490807444052 0.12666607992769 0.172515023785813 0.230023009329961 0.173551837106023 0.246650018125251 0.188475203204057 0.152352312334523 0.206096012577345 0.230375383978082 0.0846693786883617
"FIIA100" 0.158122224036924 0.200559310814727 0.198617174283868 0.224932783944482 0.189220821820402 0.136977085882008 0.166906261428748 0.164495589847073 0.255464873778975 0.233638693992589 0.107146638220147 0.112765816125525 0.18451374512652 0 0.0586866555217053 0.102660175783161 0.157685596747383 0.192216611529545 0.0830277986622011 0.119565912053077 0.0533686489221007 0.0696792798463687 0.0756588614822386 0.0596294881020766 0.101700784414774 0.0701347828902342 0.0942470241130463 0.0884641699476553 0.0731010221120349 0.0647151454120698 0.0896475801160628 0.273128029608341 0.227942541063428 0.137235506329901 0.340222996885698 0.10885414513219 0.322489217337109 0.21404647761242 0.0872352147050621 0.227011436419302 0.0718645881883316 0.12228867375209 0.0653699220300163 0.0742327874405713 0.0968115467886673 0.0786277495000818 0.0763758173223371 0.22626238228481 0.0741064729432375 0.0786953358708275 0.0770167088607254 0.0747775948518266 0.174817403393568 0.232307929106593 0.137153027430086 0.193787633113854 0.126899649390662 0.305909125766324 0.154619462712179 0.104362947239051 0.323184994038445 0.299364691794968 0.312494643050748 0.251172566245737 0.299161546395382 0.291736499010049 0.28265120145392 0.298120344071583 0.301811420345291 0.27784965207454 0.332855717135471 0.286611045683989 0.218846562142081 0.211928729796355 0.258174389458647 0.208170378167469 0.272412505390157 0.357906141629894 0.195782159574839 0.302892156928079 0.28810215273534 0.201467721550817 0.267697907371311 0.305574204161262 0.251693771485479 0.326747056911305 0.275846970730589 0.25533069042783 0.297480142010136 0.325818812422075 0.169815982455855
"FIIB1" 0.163257830779471 0.20263334211481 0.191873809168434 0.219372555035568 0.191056050318197 0.128921530878894 0.16121858874722 0.165811947260209 0.257008842272579 0.230222292714773 0.0877841197599915 0.0926929326936483 0.175406155287152 0.0586866555217053 0 0.09754334376705 0.151320746572933 0.180632134996888 0.0606142818036634 0.113708008335149 0.0550610517092504 0.0528599048511891 0.0632452330537906 0.0511935836760948 0.0938937049276524 0.0620293276076707 0.0767469718646245 0.0843505969750626 0.0639524163026786 0.0614975556395104 0.0744076731079266 0.267724669580338 0.225879677484646 0.137016630089229 0.341113975689135 0.109368568655459 0.317556475944619 0.21280251528541 0.0776588758900397 0.227214300060541 0.0640641452863022 0.110402654862796 0.0575724361851074 0.0673433534141739 0.0836583217911029 0.0721147386460088 0.073603541710277 0.222362359347779 0.0673162584574985 0.0719302830648297 0.0691735572047709 0.0691416861383182 0.174675336543157 0.231627527859465 0.133953798702796 0.191871614085791 0.126992996753917 0.304836944350742 0.154981836985255 0.0980398045250502 0.315564005038851 0.291069337465422 0.306059449882738 0.242150882938919 0.291306181420154 0.283196678397307 0.275746870759933 0.29161249845975 0.293552479926716 0.270537412548496 0.324620131604238 0.278877216747903 0.211965948580663 0.206220260586521 0.250049265191113 0.202482454376299 0.26438432094432 0.352174157286712 0.189788261147475 0.29406043816494 0.281019355721283 0.193865561021626 0.261519940558322 0.298155450650534 0.24796444550934 0.322379059140956 0.266592201487302 0.250051890907956 0.291302296859686 0.319725842519842 0.159970143511736
"FIIB10" 0.137658476397351 0.181353817348062 0.175657775148553 0.193997850045025 0.171073100906098 0.115265084894907 0.144761796862254 0.14577122585475 0.240844062358906 0.210944600037835 0.0761497500935395 0.0813217991591015 0.155150940371311 0.102660175783161 0.09754334376705 0 0.133037530525893 0.151312857702437 0.101360792229887 0.0988940769966777 0.106935737752262 0.11453274211497 0.12647356044089 0.106101445933634 0.0878208951975136 0.120789571151602 0.0890778050707253 0.140238701838203 0.122669055199064 0.120790725100522 0.114094945019617 0.253153244321825 0.209989859190216 0.12779873658549 0.317924536558547 0.111067490806236 0.301070675685805 0.195559741471128 0.0909352322131987 0.203093619860588 0.120926250120747 0.118266191357909 0.117836487421593 0.124461075734809 0.103313668424028 0.129758995077845 0.127631991760414 0.208789711464965 0.124072705871581 0.129380034181138 0.128354946060032 0.123017575770041 0.146430274554752 0.214045925002563 0.13127016901941 0.169310680342304 0.120849954127682 0.271493589898617 0.122535539165433 0.102216586938196 0.294710981460517 0.267585995586933 0.282499030619133 0.226746125938404 0.27050548200073 0.266549431638445 0.257175451340164 0.268149601097079 0.271517576233215 0.255794764842394 0.306031666214684 0.260992950147099 0.187668494099768 0.192049383991814 0.23053006019357 0.178983088414104 0.249824153285689 0.33101693178257 0.176277199534783 0.281398393268809 0.259483261255976 0.179035037772743 0.242752256199355 0.283482775131273 0.225035008073073 0.296378722146333 0.252451800476306 0.230900922277443 0.275739015567418 0.300420053311029 0.142393408896218
"FIIB100" 0.129432900552761 0.13763103170171 0.136953908821359 0.147331358104567 0.147414183178432 0.116437599337394 0.0905322364877219 0.114766083858105 0.192542626901736 0.164874153965934 0.129037903457078 0.109681223471173 0.141400372566952 0.157685596747383 0.151320746572933 0.133037530525893 0 0.127728051715303 0.170480913305101 0.0979816860846206 0.159847272221056 0.169521898458112 0.182989294275292 0.163441342621629 0.1251856205864 0.17908520359324 0.149575031455204 0.196496598926017 0.18164121961588 0.176062632743977 0.164661306384786 0.207951459108683 0.182672888073024 0.134402441079631 0.281631556325021 0.135031765918534 0.254292521905745 0.161778933809914 0.137001728961973 0.165724633013902 0.179779894424585 0.117530433493862 0.17603901687717 0.185035111381895 0.14513497150863 0.189035028954722 0.187797356249083 0.158428246338387 0.183489366502813 0.188264366718734 0.183928126833323 0.18109665886838 0.112047960673081 0.147138159242532 0.148114478901863 0.11444032113401 0.122811858835529 0.237224047465648 0.125471186590913 0.127186299890418 0.264604344323226 0.238400505627072 0.247633272344541 0.19722548292427 0.246815679017957 0.237030279900646 0.223068260848242 0.241424958286379 0.241816906761978 0.223096806649968 0.277830046740091 0.234673696679744 0.189320176760811 0.211187003089962 0.208596193878575 0.210030357336625 0.221249741872229 0.307925312632897 0.181266023828258 0.253875517749415 0.227982401356468 0.147737619845872 0.205064624642634 0.25180663122346 0.203159787901373 0.271956244277512 0.216554743429648 0.199532239609027 0.217461624272527 0.256540466291567 0.116971119298154
"FIIC01" 0.131510089458784 0.142377621531055 0.154351890160978 0.144677234379616 0.139717705105923 0.154276044691205 0.132710158116768 0.119834156842116 0.190157770626853 0.167553688905988 0.144216984492458 0.114376040690206 0.13014008694754 0.192216611529545 0.180632134996888 0.151312857702437 0.127728051715303 0 0.186829489464972 0.118731392844185 0.190531384594735 0.197632040271482 0.209326533434905 0.190136866703617 0.155273111860192 0.206531529322338 0.168702320990534 0.223396275555191 0.205450651752613 0.205880298031684 0.196827782928775 0.195679789672107 0.151780499079695 0.135831861932426 0.254898208641479 0.154012538342321 0.242569969813141 0.13163480929502 0.16566835790539 0.147082508124272 0.206450449712998 0.176976194138224 0.20130973174079 0.208396427818258 0.168310930366234 0.214745245058974 0.216529770519345 0.148263472529977 0.208565678288379 0.214541069936131 0.210602269498684 0.206276275754874 0.106306638458142 0.150818220725785 0.130899553085754 0.111283022775116 0.13226123736846 0.196347737329273 0.124673316042241 0.143710783024874 0.227532945385935 0.203839931838248 0.21734028023327 0.168594402399909 0.19841331172677 0.203010079689754 0.197515967383542 0.208160762046233 0.1997763160843 0.20649499914162 0.239337624450914 0.194970772544132 0.186002498520682 0.200969947864816 0.176802012343087 0.21248631938378 0.19642285757569 0.267578676104511 0.181623261427618 0.211237100565959 0.194428366135248 0.175514736005209 0.193589462202254 0.240331824465385 0.184392155636037 0.239660596987743 0.195006545840743 0.175425897836071 0.212624551869743 0.233100376186137 0.106232827204547
"FIIC1" 0.177469631665173 0.222184013336648 0.211960470788533 0.23647870042589 0.20973044841483 0.148883056503033 0.175458992301105 0.184639070411285 0.268039827485174 0.247724316611627 0.0932217187130139 0.111066443650654 0.187740637496942 0.0830277986622011 0.0606142818036634 0.101360792229887 0.170480913305101 0.186829489464972 0 0.136051924331273 0.0748648809444231 0.0820956116365109 0.0839369503672987 0.0819956035009787 0.11001403789835 0.0818546543916143 0.0953186392289864 0.103302406694544 0.0856157002254497 0.0804975948396291 0.0909473362078792 0.281680180210669 0.233864659426738 0.146190374046967 0.349857066347526 0.123013764309388 0.330002960959145 0.22469776099682 0.0963309239411566 0.233343932505263 0.0852060953894209 0.123146851925108 0.081142107918415 0.0919865050521432 0.106302525730746 0.0915025251002523 0.0981940159202642 0.237493850639611 0.0873911737705439 0.0920739617017389 0.0907223552535302 0.091110306667081 0.184652619182872 0.244979557623604 0.142673507672876 0.207024030256853 0.140806376684681 0.307965062891278 0.16170982142605 0.112522729980313 0.328243082033313 0.304831169366318 0.317408589055316 0.260392122151994 0.299723161148174 0.301047011442106 0.287580594428415 0.296017263559456 0.304290897237829 0.289575229338677 0.337568090175794 0.291795028934191 0.225316148488987 0.212157595036185 0.256003892840926 0.204330757849187 0.286394190823405 0.355475806452058 0.210101040053974 0.308902883643978 0.293506342243346 0.214731663809293 0.276547350578022 0.316250192934482 0.265233067614569 0.3250509779126 0.28560382148401 0.265797636046774 0.308279568889108 0.333228681970115 0.176165187638027
"FIIC10" 0.105705158430598 0.129273581608956 0.124685206382316 0.145931403033188 0.123743452694596 0.0890220433756081 0.0978880875694311 0.0932619423491186 0.192272925728059 0.162350804173942 0.0959427054828677 0.0728098479152961 0.122490988083425 0.119565912053077 0.113708008335149 0.0988940769966777 0.0979816860846206 0.118731392844185 0.136051924331273 0 0.124277789023394 0.135206577343165 0.147411299921961 0.127237713909194 0.0893459007235077 0.144427621969519 0.107440682769241 0.16187083901088 0.144725335332823 0.143760095376732 0.136180049089511 0.198889045529954 0.17199352337584 0.0979304368388379 0.272223065110657 0.0936310276692852 0.248515458194629 0.149574930971628 0.100687061913876 0.161206998300747 0.144494338456033 0.120783450732778 0.138996869058968 0.145783119674057 0.111236467027664 0.151936556788169 0.149155659271434 0.152817577491012 0.148988719009109 0.152672597957338 0.150480556268056 0.145298309856344 0.109075779305763 0.156168344377598 0.0996665369112225 0.120760170842905 0.0852576674075211 0.231313816291982 0.0926676535853457 0.0844428920857549 0.25324349442009 0.226534883171597 0.240299506565727 0.183785911906749 0.23207762980982 0.221356274772379 0.213470964124414 0.229452525209641 0.23014558296707 0.211703666403522 0.26321755826683 0.220320800645942 0.18030064936388 0.196570727036277 0.199471093368164 0.195361114716693 0.206515251229265 0.294733946902333 0.169220830399044 0.239715160847488 0.214214452166539 0.148047702490719 0.196073355928324 0.243048357039036 0.19113150678801 0.261870082168582 0.202006458010159 0.184369098367713 0.221871409844503 0.251282151738301 0.0963249676114371
"FIIC100" 0.165377474674562 0.202719630491915 0.197663264726809 0.225529550425421 0.195713550391517 0.139144874502372 0.160330297018692 0.160511434588926 0.254828478559183 0.234611073193025 0.107624427883776 0.112436201591644 0.187450843210582 0.0533686489221007 0.0550610517092504 0.106935737752262 0.159847272221056 0.190531384594735 0.0748648809444231 0.124277789023394 0 0.0593247372072108 0.0653056444934822 0.0550791615800009 0.094792757279314 0.0613176857440729 0.0922383441393589 0.0839264469604878 0.0652288963929073 0.0539283297103566 0.0781508622122121 0.263482587010686 0.2202094056849 0.126849747314097 0.33799963475461 0.0984964942592611 0.31767274978203 0.207259866486793 0.0799302281678193 0.21907665117328 0.0620202322663603 0.111006654395074 0.0583035261909766 0.0649484749221661 0.0975453469664265 0.0693683584926844 0.0785582134181566 0.219220698054128 0.0665851326947158 0.0702818968412585 0.067085446310598 0.0647559885336939 0.170749582648504 0.230299221080729 0.129746591023777 0.186534334477415 0.111897475405181 0.30564117281453 0.155354561311858 0.0952869307672779 0.322982624166594 0.302087728420451 0.312686382864634 0.254137150530073 0.298223936616039 0.293178163486325 0.284073378598272 0.298857478960412 0.303257988646734 0.280585927103611 0.334119038861813 0.28705696301915 0.22248541490126 0.216229591220728 0.259480916973031 0.210994462238605 0.277301264912037 0.359468659357831 0.201514939764443 0.302534063753268 0.290170510863006 0.204014960529951 0.268748318313099 0.305054335330443 0.258664207951694 0.326841475501377 0.274865244314793 0.258572028294091 0.297855056733744 0.325812492214203 0.166311631761139
"FIIIA001" 0.180819052416823 0.213690371076979 0.203262833507416 0.235835224232823 0.2055413918588 0.14655631410323 0.164650463511822 0.177437850745106 0.266630114014889 0.244447716824083 0.116100026929157 0.118067193707917 0.191703498169461 0.0696792798463687 0.0528599048511891 0.11453274211497 0.169521898458112 0.197632040271482 0.0820956116365109 0.135206577343165 0.0593247372072108 0 0.0321274148379861 0.0411986245127471 0.100751010556075 0.0340845631708977 0.101399279462036 0.0551302366611781 0.0338380305235873 0.0364127220345615 0.0760335813628826 0.276369890617472 0.236087234443634 0.145541075630324 0.351258049054349 0.114018416474101 0.326477767951277 0.221950697462723 0.0837640124318087 0.236488205573698 0.0386938790533996 0.116981686324964 0.0382578817550679 0.0464327962211313 0.0967446100100077 0.0443818917790932 0.0500168605921108 0.232884984988184 0.0426498670524238 0.0438462053442543 0.0425007001717478 0.0434192038803681 0.185886821251281 0.240258554712173 0.139599044040212 0.201980353471524 0.132324927967732 0.313935978753665 0.169506848792472 0.103907368477868 0.328581469395917 0.307219906794271 0.318409954084214 0.259565765061694 0.304338710298337 0.298852663812592 0.291779484163377 0.304239442120977 0.308742935699231 0.286796296651035 0.339279005705799 0.292946354262552 0.226985535649755 0.221814717289148 0.264369808832062 0.216998043067225 0.282494680174859 0.365638891527689 0.206167600974439 0.307097368662626 0.294658919572373 0.209203218183671 0.272964637866749 0.3108177490402 0.26414723316279 0.332327757008391 0.278814964522285 0.263489990643352 0.303024253441285 0.331835067479003 0.175462349745997
"FIIIA01" 0.192503620113344 0.226854303567327 0.214159428479521 0.250076202816848 0.218805149911801 0.158667648096744 0.177979463663373 0.191136268648885 0.278314354017142 0.255953449163796 0.128098520669643 0.130443312336117 0.205446478701158 0.0756588614822386 0.0632452330537906 0.12647356044089 0.182989294275292 0.209326533434905 0.0839369503672987 0.147411299921961 0.0653056444934822 0.0321274148379861 0 0.0504138510434294 0.113354600830944 0.0188343705250638 0.111404588736937 0.0397073643393805 0.0212951706457943 0.0318655713330946 0.0786355821313101 0.290160460906437 0.248573496385218 0.156301126534407 0.3643839596921 0.126099345272636 0.340110469931049 0.2359980763642 0.0952484307618815 0.251481453148248 0.0285183399190354 0.124297593997949 0.0290777011567757 0.0368582814616395 0.108967369273664 0.0298159080846279 0.0428521501740774 0.246412001372612 0.028766342524171 0.0282540595796111 0.0335281198764057 0.0400520283651259 0.197765193270784 0.252174571764208 0.147095040519161 0.213857577264736 0.142803556019453 0.325122707624003 0.181190793412983 0.115182440056435 0.342217618854211 0.321740843850652 0.332464397326203 0.275079524456969 0.318400720615686 0.313760276258396 0.305884042851294 0.317964533225214 0.323599528576226 0.300727507461716 0.354025501792478 0.307970072217377 0.241951120815171 0.235323624700972 0.279766643552744 0.230643448296512 0.297768977635581 0.378581556106092 0.221375331287302 0.323200833996053 0.309458113423191 0.224258395595013 0.286889082910959 0.325498084971472 0.27926868868789 0.346197856545322 0.293979071368557 0.278116650333318 0.317747489107931 0.346348835357113 0.189605030045416
"FIIIA1" 0.167672014063992 0.203153479625936 0.196427953449096 0.222396068133654 0.192600591348107 0.137021562706001 0.159112253347223 0.16845136720098 0.256374830906083 0.234442023340183 0.111467821379641 0.113531846512485 0.182539635620815 0.0596294881020766 0.0511935836760948 0.106101445933634 0.163441342621629 0.190136866703617 0.0819956035009787 0.127237713909194 0.0550791615800009 0.0411986245127471 0.0504138510434294 0 0.0909341642509047 0.0465757608085164 0.0926304370429741 0.0703077056988509 0.0476562296565071 0.043303608299422 0.0723977999684063 0.268938009379418 0.224709783861602 0.132414527021303 0.339581497651666 0.103577407810352 0.319257798607341 0.210197793294449 0.0749736362022926 0.227140082736045 0.0553869662703553 0.11894124774486 0.0522224662630233 0.0572887159558964 0.0940525024161999 0.0631957529717995 0.0612932355746043 0.222495181797573 0.058525017526626 0.0628514635660908 0.0627575580875357 0.0593137017036657 0.172945049465645 0.230358882059932 0.129690770357435 0.188955155273231 0.121949952849278 0.303755965218498 0.155009009258302 0.0924134175446575 0.319425711660287 0.296115157351205 0.308652579932487 0.24968086376363 0.295011901266404 0.288038328953936 0.279944833636341 0.294319546224165 0.298283278980201 0.276226415441007 0.328347718181331 0.28288479072018 0.217605246850181 0.21245430938342 0.253022705534829 0.206400280092465 0.27224557142115 0.354148241176417 0.197806469693451 0.299023876431548 0.287535227527982 0.202390753735734 0.266578181388482 0.302757179247083 0.254552086962691 0.323878006085099 0.274164519411255 0.255986240784427 0.296410883958342 0.324411443723947 0.161737355123759
"FIIIA100" 0.128406068104276 0.157881320414885 0.15444273697919 0.169090333562682 0.150940956380609 0.0946567441297796 0.116161563148854 0.122546208910113 0.215404686315758 0.192984182657206 0.095118724358992 0.0798218856105607 0.13488304333439 0.101700784414774 0.0938937049276524 0.0878208951975136 0.1251856205864 0.155273111860192 0.11001403789835 0.0893459007235077 0.094792757279314 0.100751010556075 0.113354600830944 0.0909341642509047 0 0.109622621003669 0.0856240544485901 0.124911655861922 0.109610401756708 0.106017631272066 0.0987463125385081 0.21683707942986 0.182992841734428 0.0972502073589909 0.291758344843999 0.0734273215154655 0.267243278267174 0.163701436957821 0.0678403866598586 0.183153873313717 0.111256717724654 0.114794886211469 0.110141223307461 0.116028081638873 0.0954427432255876 0.121932140283735 0.119195445593716 0.176204336871902 0.114776105595536 0.121268016463964 0.121276383972828 0.113409826909256 0.133953581487828 0.187342681468302 0.106416561510127 0.148429564407803 0.0909246229876335 0.25981788780807 0.112723531246434 0.0675634584327915 0.265272856538919 0.240456443460842 0.255852441854194 0.196978436378384 0.242711363311483 0.233328420115084 0.227102380564623 0.242591444902352 0.243529817565988 0.22022913038326 0.275409787806077 0.231629901748766 0.180174924262678 0.189989340303728 0.206657098593915 0.177287394246044 0.218130791945049 0.305461630009866 0.172677753716773 0.250695300971089 0.234284674680386 0.153337313608659 0.217978149179066 0.252896056375695 0.206120824481561 0.27703941732827 0.220349472530103 0.20482130236998 0.246617200402738 0.274199873299288 0.112301308120254
"FIIIB1" 0.189434980732204 0.225636058545504 0.211368559849723 0.245900974425546 0.215763359082183 0.157075360211922 0.175925879298419 0.18787683104764 0.275745356755032 0.255402065794522 0.126712096434135 0.128342270019954 0.202716874559946 0.0701347828902342 0.0620293276076707 0.120789571151602 0.17908520359324 0.206531529322338 0.0818546543916143 0.144427621969519 0.0613176857440729 0.0340845631708977 0.0188343705250638 0.0465757608085164 0.109622621003669 0 0.111150805814472 0.038655903095549 0.0224914438604524 0.0262787663045548 0.0755059288048835 0.286401927317283 0.243495664693022 0.151099620584774 0.36036588049321 0.121095288867852 0.335740199296799 0.230691833377843 0.091177544042551 0.246310308532237 0.0255926756937369 0.121661206954048 0.0250699207957193 0.0332957403407857 0.107900068414943 0.0296539424446302 0.0380847593763491 0.244398808096076 0.0254548347996533 0.0291330447908925 0.0332120242422973 0.0352881417735266 0.195559564739443 0.251154239407089 0.144894200037998 0.209701960136212 0.139423611340518 0.322751600711585 0.177366186159374 0.109276662707138 0.34047521465159 0.320074119914474 0.330874625348499 0.272819992343325 0.317000612894039 0.311622517370648 0.303070723163556 0.316773585459656 0.321576714433956 0.297804429511794 0.352092987532696 0.305930019593304 0.240181520617871 0.233419143107338 0.278135919288239 0.228224342281244 0.295996726756781 0.37691750801585 0.219554870741257 0.321088022688902 0.307771061065605 0.221974475208643 0.28560023374239 0.323455682088307 0.277111462423352 0.344518222304184 0.292020708990504 0.276323236640734 0.315711119479365 0.344242035325294 0.186722227883129
"FIIIB10" 0.152464747883674 0.187944217614214 0.182362815643303 0.19484633594592 0.175454743596455 0.120343729606683 0.150738553793398 0.154020830570059 0.246672468842131 0.21771084018405 0.0852247193770097 0.0881618487520101 0.158870094437179 0.0942470241130463 0.0767469718646245 0.0890778050707253 0.149575031455204 0.168702320990534 0.0953186392289864 0.107440682769241 0.0922383441393589 0.101399279462036 0.111404588736937 0.0926304370429741 0.0856240544485901 0.111150805814472 0 0.130002573623465 0.110453933801502 0.110563392733701 0.104804262711205 0.253175595457833 0.211736730763013 0.122690700241064 0.322775286649109 0.104401046404188 0.30118266093784 0.198050333045521 0.0902800186938281 0.213633192374091 0.110847947601134 0.122129264674926 0.105703924300365 0.111968691217636 0.0957930580600582 0.120027806135377 0.121466354023197 0.206373415675115 0.114214719531448 0.119918236791975 0.115459877496434 0.112335200320515 0.156691464534646 0.218052665394569 0.127921959255316 0.176468136116284 0.118778948225219 0.28627653640518 0.135326486347184 0.102882658507897 0.289482809335912 0.264010777775832 0.277874074940169 0.216994063143846 0.26396871103228 0.256792555799009 0.251701019744886 0.265354814941028 0.266495804592357 0.248644865391562 0.297704749138767 0.252389835261594 0.187441075196347 0.189692264947064 0.223774248444774 0.184280501437109 0.240328504063144 0.327259104968037 0.16875495758379 0.267979302917848 0.257812197985981 0.179100139472145 0.241837663550611 0.277391999847862 0.225077449605766 0.299819481212742 0.24889589691824 0.226945515675916 0.271735411335416 0.29683141007295 0.137694346822856
