"FIA001" "FIA1" "FIA10" "FIA100" "FIB1" "FIB10" "FIC01" "FIC1" "FIC100" "FIIA001" "FIIA01" "FIIA1" "FIIA100" "FIIB1" "FIIB10" "FIIB100" "FIIC01" "FIIC1" "FIIC10" "FIIC100" "FIIIA001" "FIIIA01" "FIIIA1" "FIIIA100" "FIIIB1" "FIIIB10" "FIIIB100" "FIIIC01" "FIIIC1" "FIIIC10" "SC93A01" "SC93A10" "SC93A20" "SC93B1" "SC93B40" "SC93C01" "SC93C1" "SC93C10" "SC93C50" "SC98A001" "SC98A01" "SC98A1" "SC98A10" "SC98A100" "SC98B1" "SC98B10" "SC98B100" "SC98C01" "SC98C1" "SC98C10" "SC98C100" "SCIA1" "SCIA10" "SCIA100" "SCIB1" "SCIB10" "SCIB100" "SCIC1" "SCIC100" "P72IA001" "P72IA01" "P72IA1" "P72IA10" "P72IA100" "P72IB1" "P72IB10" "P72IB100" "P72IC01" "P72IC1" "P72IC10" "P72IC100" "P72IIA001" "P72IIA01" "P72IIA1" "P72IIB10" "P72IIB100" "P72IIC01" "P72IIC10" "P72IIC100" "P72IIIA01" "P72IIIA1" "P72IIIA10" "P72IIIA100" "P72IIIB1" "P72IIIB100" "P72IIIC01" "P72IIIC1" "P72IIIC10" "P72IIIC100"
"FIIA01" 0.148217804532248 0.169476685653552 0.199405972320359 0.161140296154255 0.166267915939581 0.131050814792342 0.124329340687274 0.189765314618316 0.174684217985439 0.0516956014560241 0 0.13113628362513 0.0852773260021725 0.0806669743240596 0.0746716627005431 0.0929853112610513 0.093277136395425 0.10156422386178 0.0600518186441575 0.100204132833343 0.113189606572792 0.119931354004205 0.0995817976495144 0.0669864515788278 0.124741983573626 0.064352431692392 0.150765954238277 0.113080926112646 0.116085461447925 0.110978970228263 0.198122862242154 0.149826044995808 0.0840732200487563 0.24754158857923 0.0828316312141189 0.239910201918356 0.14696384920724 0.0909203084207893 0.156321533607464 0.123214992081634 0.100022389152564 0.120471046724771 0.125482281368904 0.0762451708408034 0.139944839957053 0.117468924442006 0.204694319448759 0.132039823770031 0.13888336325688 0.142379238593275 0.129172146184684 0.109891347958042 0.150851834375514 0.105733496382105 0.120927464866299 0.0820002240642424 0.217141203037126 0.0912544270463138 0.0948305951532199 0.236145674287551 0.222495623739123 0.23379067170212 0.200692147206467 0.219965842313998 0.226283172987757 0.229960720964158 0.237577424946362 0.22536863047342 0.230626989516971 0.237676511265594 0.22712143951996 0.223035132082098 0.225897565877071 0.225646996868136 0.223711987286781 0.215706413236025 0.261360431880896 0.215093872733057 0.224437680600243 0.22998586944158 0.213461699968771 0.217239042334215 0.230604932183803 0.217513840258851 0.260256035414758 0.219449808934398 0.220711790108197 0.235999816509363 0.244157412179092
"FIIA1" 0.123655004173905 0.147870362942129 0.181349394454171 0.123281917834686 0.14029319469584 0.124367691817382 0.107671044648961 0.158522253399667 0.164739360699144 0.137892123175615 0.13113628362513 0 0.154186833943404 0.159759309232748 0.129354262277552 0.130852365461666 0.134215167725798 0.175296984988102 0.118882769384408 0.169018641656617 0.186128540203038 0.193487560334218 0.166995813660189 0.122419006568009 0.195797218509891 0.133748608588478 0.219238939829257 0.184692559342678 0.186106997303664 0.179198682333466 0.177859136738165 0.144036265769711 0.120927818982019 0.227880731558695 0.144309815809358 0.215714010922179 0.131548107776058 0.158225082434566 0.1273519774033 0.192327193323205 0.164512505592293 0.191795762023554 0.195779986213914 0.149247961085068 0.209750707381863 0.187956571227734 0.176267232168176 0.202747995087395 0.209424773751626 0.212101029856731 0.197890870969714 0.107826069128397 0.149964701090372 0.150339126509248 0.13097438332811 0.126950470383839 0.201866854355135 0.110262338248454 0.153095402673284 0.174548853961563 0.143083823518516 0.181095549596759 0.135798482150433 0.148203379098606 0.149205167246764 0.150745099189483 0.1595776521251 0.152164244797653 0.160219582018588 0.192356381194439 0.149597145145417 0.153228058618087 0.162957871542324 0.152763896224852 0.156545998713773 0.150697986373302 0.199523452714728 0.160287183215771 0.153734154587959 0.163851206005323 0.174672182901257 0.164216295271465 0.188720503153906 0.168507159118162 0.228200302345861 0.17350349229614 0.161437442827215 0.186496231691378 0.208294345659763
"FIIA100" 0.169760336114858 0.190411779042502 0.222961169116783 0.186652685528043 0.187144687938026 0.154599242865218 0.147469037477248 0.209088685269861 0.202045702985931 0.0858048210602221 0.0852773260021725 0.154186833943404 0 0.0517228078673595 0.0961671490651412 0.124827159624919 0.150180495943692 0.0722336626305493 0.0910583599872747 0.0465127598698212 0.075404078871646 0.0783872108332798 0.0584558605899015 0.0735450135149259 0.0797887961674455 0.0782851528769202 0.106407149010369 0.0707271895522323 0.0679963866893012 0.0835817849033699 0.219716596320349 0.168647505110993 0.0986376736056339 0.272522466654952 0.0731400054398561 0.261214261657548 0.167843602447953 0.074153946793727 0.179144336884042 0.0804975382739275 0.098855456603521 0.0758175348273239 0.0813638925074287 0.0921924885200475 0.0958114230479243 0.0712414388214618 0.223777617990123 0.0884134720384261 0.094718286969527 0.0978807367203252 0.0848969736838667 0.142635656121279 0.183180832605698 0.104580939715316 0.154844497338172 0.095374531253559 0.248959047634552 0.125597495969721 0.0834998494745174 0.259026140817362 0.247197027898851 0.257267610515205 0.224725461289552 0.243042006969298 0.247724447267345 0.252289629714204 0.257416652689703 0.249582190905548 0.250215673133453 0.264259284400231 0.248500481006024 0.240707177681604 0.239450734674199 0.247905788075898 0.235174779232049 0.2363999316878 0.284330820609262 0.22787079937829 0.247131599316312 0.256097411491158 0.231793696915522 0.239677985639005 0.251164285189183 0.238251483115792 0.282718537980066 0.241677334617413 0.244309243656559 0.254817875461404 0.268055835671351
"FIIB1" 0.185354074155355 0.205016063676513 0.235537719918326 0.19485080277315 0.203753273764182 0.164159092738683 0.163806657821662 0.219794841346588 0.214826419752579 0.0812879592277097 0.0806669743240596 0.159759309232748 0.0517228078673595 0 0.105119018829653 0.126104659400172 0.140805301396099 0.0493518364302694 0.0991657963637267 0.042170209943712 0.0536793563907664 0.0600535950624699 0.0418704081604091 0.0771332214901916 0.0645605646866483 0.0754400870389704 0.0920994515931984 0.0542081186491405 0.0562099984479618 0.0668170091037581 0.213685897136419 0.166482189594467 0.103908071095644 0.272022071352115 0.0724709314372637 0.255303496540753 0.167171037216069 0.0623920839626354 0.187436073571421 0.064261019349312 0.0882335572716718 0.0593101460015607 0.0662216842823448 0.0970358186936377 0.0805048402092455 0.0582993693939059 0.237489259159066 0.0731633633121616 0.0798553051286088 0.0822825929877039 0.0708104947642295 0.156093293091827 0.18236741131582 0.0994338524327133 0.156630061171872 0.103255268770573 0.247047748184901 0.142404478080398 0.0751769814406831 0.258166756420063 0.252801519623604 0.257082406412902 0.229917388751493 0.24801606847093 0.252569128678995 0.257303072472776 0.26520626268536 0.253566708580801 0.254709903988336 0.265290184019134 0.254194498986378 0.250513117724771 0.25031525651421 0.253722142025084 0.244494704962792 0.245732654474333 0.284913655549212 0.238726721896552 0.250126233349763 0.263015350890112 0.242184221360977 0.247470860174753 0.2485439461578 0.249997430035681 0.286432597676605 0.250904769438055 0.254910066500088 0.25970220738147 0.267991406476523
"FIIB10" 0.137207688388486 0.164770068232712 0.187607956943714 0.161753193158322 0.155963218542248 0.120833080814847 0.120195005500921 0.199142961399507 0.170663904130764 0.0736675409053011 0.0746716627005431 0.129354262277552 0.0961671490651412 0.105119018829653 0 0.109368917872319 0.123299085595963 0.113732478205532 0.082394387226405 0.114991515227524 0.13177421515362 0.137720561508177 0.113923052742576 0.0837666175758497 0.138500970416813 0.076046716308439 0.16388659155867 0.128204834105418 0.129320508368711 0.123294141304881 0.213708531894652 0.165304283774262 0.106939180467527 0.266407817692252 0.106669645187574 0.255040845801994 0.16319478111235 0.10609933247532 0.167079246004782 0.136747535427239 0.118380412325772 0.135016848178991 0.139603313441035 0.0761412157828797 0.153846711426881 0.13056285641348 0.195860228983553 0.144713078349585 0.152931723036198 0.156179641443527 0.141229945928453 0.117145173031783 0.176960936377364 0.133616185022067 0.142998095851058 0.0990539675757259 0.232938486099485 0.0974664945038882 0.123481870878104 0.251873901027216 0.220913732489613 0.247891696653451 0.198058391329277 0.222427390771886 0.221532973588758 0.225553444097509 0.233684345074163 0.225936909007525 0.225906207212566 0.256411976331588 0.224618040825052 0.210399709203674 0.209965034963069 0.221311858647222 0.205615684827339 0.21195403402185 0.27226093838302 0.198160299088543 0.228875942516337 0.225034538224459 0.201746463847263 0.215698123938904 0.235772047889462 0.205542624594742 0.267337155915049 0.21171132129353 0.211850496764932 0.238949574583732 0.259921320647132
"FIIB100" 0.147422365885192 0.149065628495852 0.178400317360007 0.130097177171849 0.159423987234845 0.126289226284997 0.110403794650045 0.164824800983125 0.157032815904912 0.102447501904066 0.0929853112610513 0.130852365461666 0.124827159624919 0.126104659400172 0.109368917872319 0 0.101478270300222 0.144245454338641 0.0815398929555434 0.129951962204235 0.148681836524336 0.158193837654753 0.134984348478171 0.101571359971355 0.159810663120687 0.118355555080494 0.185212563588881 0.151199546687938 0.147796612481614 0.14042960286017 0.170767164391304 0.139850984554292 0.107649892795265 0.230376534742738 0.114321506022572 0.211000623260055 0.130575092065486 0.121006433553583 0.12965392517197 0.159067172766252 0.0992861910090255 0.156061955072781 0.162954114537794 0.122544743032199 0.175126413362317 0.154456536597842 0.183372102242877 0.167436935088213 0.173539190005145 0.174134850218018 0.163885346095586 0.100493152920016 0.112639365384194 0.137337287896371 0.0931619619845662 0.100631663732775 0.198368091769694 0.0992000155857279 0.124434987473392 0.230229461110007 0.219158883373646 0.222874056734261 0.201930006624059 0.219496904480338 0.221129207877535 0.219605780543312 0.230216787630988 0.221288403894205 0.224204657008195 0.2376175163767 0.223981732441451 0.220598554549015 0.228771129509488 0.226794949031938 0.223245447713762 0.214672376847968 0.258546144067534 0.216202644157389 0.225693481703309 0.218979775481244 0.2137683575944 0.199874228404313 0.216410201892292 0.215698441389446 0.245207705044258 0.209435598481124 0.216385480135677 0.201858702912664 0.221195692646967
"FIIC01" 0.163551707039764 0.17210069224192 0.211973122013767 0.155561379351569 0.173206781827784 0.163416457346197 0.132412003796491 0.177728079208215 0.169754810880567 0.118075028733635 0.093277136395425 0.134215167725798 0.150180495943692 0.140805301396099 0.123299085595963 0.101478270300222 0 0.150643490847689 0.0989252732487895 0.149063879447768 0.162021418424474 0.168986852819694 0.146501083111358 0.126075425578949 0.171143611799609 0.135640678989646 0.195334904064882 0.16029199940428 0.16330980601213 0.155477033667955 0.175942501491923 0.121686346746969 0.115679548768175 0.215486939303678 0.125287837708942 0.215510547199175 0.120929943732148 0.133684073393464 0.128967434865665 0.169480139811901 0.133816727946079 0.166058571872143 0.170971626494922 0.140865163346434 0.185299098382992 0.166776725875581 0.199810076680906 0.177005487536504 0.184407282167759 0.186202585447293 0.173030018439152 0.110390252286037 0.123864080771707 0.123131511195301 0.100388335045871 0.117842752640577 0.176270654376511 0.100455170060313 0.132795755584451 0.216658859358594 0.209083132520206 0.212515815495205 0.196290701192513 0.202081057279301 0.215199251859608 0.216727716948635 0.22052702608348 0.203568574578498 0.223734765706659 0.225003002233015 0.215515993750822 0.230272671148275 0.234513322511237 0.211674991343235 0.231039866570109 0.214116545502876 0.235358559296517 0.23102867937734 0.211478376792522 0.214813395473021 0.246022983217 0.214185628708945 0.214924138309835 0.214920082386923 0.232319220941977 0.215284253998378 0.214081031246026 0.220560278177225 0.220836098488619
"FIIC1" 0.20312815955773 0.226102922741956 0.256413963377525 0.214932712590599 0.224523753287346 0.18468067723 0.184792470988501 0.233819564310646 0.235403779542165 0.0898157151964251 0.10156422386178 0.175296984988102 0.0722336626305493 0.0493518364302694 0.113732478205532 0.144245454338641 0.150643490847689 0 0.12218175579562 0.0609097138777326 0.0733347915958801 0.0754062395411164 0.0635611292357946 0.0951044934712669 0.0787532237289374 0.0960287115833418 0.105606122388173 0.073010425769706 0.0695245466377945 0.079856425422304 0.222757331971692 0.172695032749199 0.112696661915034 0.278423993970458 0.0835161017299192 0.263804503439201 0.176837485706285 0.076254864545118 0.194029888906499 0.0793946307171699 0.0998511472498282 0.0757586405384867 0.0837949422296661 0.119999132696168 0.0937359758158808 0.0780274261744409 0.25854378069479 0.0868192044578413 0.093925260387103 0.0967127995619948 0.0854087454636503 0.172008098991312 0.195433627302244 0.107297675755902 0.171339346299502 0.116358525377949 0.249509149740643 0.1555700367249 0.0842299417171854 0.272176230442984 0.271562088522741 0.270969963030833 0.251747435285222 0.260092982299577 0.272625179974186 0.274167686602951 0.273826274194873 0.269825216482676 0.27725063514754 0.284482174608607 0.270741639348612 0.266271592501793 0.261538508310725 0.263898953630584 0.251031266687111 0.270073942278633 0.292358485832265 0.260794147160895 0.268356421658368 0.281943913188672 0.263751780447874 0.266931971143818 0.263694659031332 0.272757334282588 0.290270789787472 0.273675085962216 0.276079499300751 0.276064187313688 0.279214220448115
"FIIC10" 0.135384513925261 0.145463870881643 0.174398189638524 0.13980980760943 0.147620649744328 0.122428485367359 0.101270843802565 0.166351755075557 0.15277050441369 0.0785234323994003 0.0600518186441575 0.118882769384408 0.0910583599872747 0.0991657963637267 0.082394387226405 0.0815398929555434 0.0989252732487895 0.12218175579562 0 0.10921563214622 0.128115514948858 0.134905711453993 0.111650576095896 0.0776310573420059 0.138499441260543 0.0827681388809256 0.162812862800223 0.126980378218324 0.130393025085465 0.124056456527506 0.174305113881025 0.138421447056692 0.0826963327465064 0.231804054246305 0.0905210357760095 0.217126078891983 0.129722370213601 0.0982508785551186 0.138846487532365 0.13683655212245 0.105243602755478 0.132497810785142 0.138980769071827 0.0915860030097726 0.152227876863639 0.128481340015075 0.179289520462097 0.146773478077813 0.152075845927033 0.155267178217112 0.141423044667335 0.100973374601058 0.130759989756683 0.108541497852142 0.105461303147286 0.0759568545978359 0.202635426026037 0.0843733641886283 0.0990178066857307 0.223999615099774 0.209963309417041 0.217525624141767 0.186106590202647 0.208626873919932 0.209710757977702 0.215421447901388 0.222986577518733 0.210632916820064 0.214603880695732 0.225794748554912 0.215442842492438 0.215276840229314 0.222940750623515 0.216902162611814 0.222010937607385 0.199581340042259 0.252054233105864 0.202413848297996 0.211829590769397 0.211840436390336 0.205901388718466 0.198753555841861 0.215833437124193 0.204486122883523 0.247987513778427 0.196601838943626 0.203284190121681 0.212271672358425 0.2266125278719
"FIIC100" 0.187012949768441 0.202887666087979 0.235450707542134 0.198570725993823 0.203816856685268 0.17274890921808 0.158374536512307 0.218009507094873 0.219849803862925 0.0996304623771503 0.100204132833343 0.169018641656617 0.0465127598698212 0.042170209943712 0.114991515227524 0.129951962204235 0.149063879447768 0.0609097138777326 0.10921563214622 0 0.0508310347894941 0.056473391880798 0.0423154389848702 0.079812901659925 0.0570973265215438 0.0937530221449134 0.0860339853765234 0.0545453237059616 0.0443216616558653 0.0650499060379321 0.203240039624852 0.159022528098949 0.0930694467625715 0.263267260627161 0.0629761987354326 0.249719448785577 0.156270076891142 0.0650220921588982 0.171750699785853 0.0564134517485862 0.0885279405448136 0.0529680824171111 0.0580972258049049 0.109913254882998 0.0724076927816559 0.0589496314036266 0.237587815140852 0.0655377633743345 0.0719716090966157 0.0737830917705461 0.0613913409998392 0.153736043776908 0.177443614533703 0.0957559977023064 0.150704347514092 0.0882338512066334 0.241114864278199 0.145158871572622 0.0713983229800948 0.261259931041215 0.261961764353156 0.260003479586855 0.241482848027392 0.252485589232845 0.258370816752444 0.263028211705032 0.266226668192653 0.261762447409455 0.263330613087463 0.272278201726212 0.257327163432472 0.255603339863107 0.255688541360323 0.261494879770218 0.251605749568972 0.253811176391648 0.289340072204323 0.245796280842606 0.257042646563388 0.269264664822617 0.245963267980476 0.250119679284101 0.247936401978815 0.257457417114117 0.275897590982346 0.256115565703038 0.264267814243594 0.25800343922733 0.266055946665778
"FIIIA001" 0.21350319287513 0.225397755931045 0.254993573359979 0.220159672763849 0.227364922119848 0.189844163802115 0.18551758907835 0.240517824627557 0.236704498512562 0.115525979605047 0.113189606572792 0.186128540203038 0.075404078871646 0.0536793563907664 0.13177421515362 0.148681836524336 0.162021418424474 0.0733347915958801 0.128115514948858 0.0508310347894941 0 0.0203490634732153 0.0385335763545753 0.0973312168569442 0.0265277511055835 0.110731533077458 0.0523318748772438 0.0223510707414026 0.0263174524845087 0.0633571550510851 0.219558051450085 0.174805046202216 0.120794284837529 0.269464516456034 0.0824127904603878 0.25682892155795 0.178832329894893 0.0679246497354743 0.197613232609899 0.0261362143996434 0.0912803212327324 0.0244262903644151 0.0300361591939949 0.121807909066407 0.0402367360292557 0.0307316448772509 0.258772995009098 0.0343393811814865 0.0386189351815205 0.0408414246362475 0.03198830160943 0.177509638410381 0.194127151200221 0.0965073903522854 0.172472020167108 0.116964631689561 0.250052503953484 0.166025635480005 0.0737249285596352 0.277399142814119 0.277327695325882 0.275843068541371 0.256736711568218 0.268507857761901 0.274968640311372 0.281930710615565 0.284079780548569 0.275824083521174 0.278627857283582 0.28609840263516 0.274824614529387 0.274715918550693 0.274031493306819 0.276556281736632 0.267454142277907 0.270972919760401 0.304928505971794 0.263795181804974 0.270842056759089 0.28629538809394 0.264988960686427 0.267867000876379 0.261002485903452 0.274929944836684 0.294946635507636 0.272262332454238 0.278297610131259 0.276370466379166 0.280444998030416
"FIIIA01" 0.219890453019873 0.232912289561516 0.260811760866796 0.227559270286826 0.235156873122047 0.19750507444684 0.194143817987064 0.247935400415788 0.24292688480277 0.122824712533291 0.119931354004205 0.193487560334218 0.0783872108332798 0.0600535950624699 0.137720561508177 0.158193837654753 0.168986852819694 0.0754062395411164 0.134905711453993 0.056473391880798 0.0203490634732153 0 0.0433078051646738 0.103681980984938 0.016294192649672 0.114141634080598 0.0439496003354158 0.0179641466080981 0.0240173990202118 0.0648377993685791 0.228825068180265 0.183750194449678 0.127463659136386 0.278411608505006 0.0900543293715966 0.265955206896761 0.188045457532842 0.0746227495771851 0.207317747499292 0.0212108055515225 0.0956041570895191 0.0190939033955254 0.0263680791059226 0.129231088216394 0.0329656516956954 0.0294717073295343 0.266543118653689 0.0285941063025504 0.0307199250515524 0.0363963599784507 0.0283066930159631 0.184972111385924 0.201822209246055 0.101709516522266 0.179534928017062 0.124283181075455 0.257683477694189 0.172001428126733 0.0827189774590935 0.2840376413155 0.283706138803796 0.283434599651566 0.263616551057176 0.274834243134877 0.282413747827145 0.288104686227651 0.290517508357493 0.283007260848924 0.28518712707814 0.293627633816035 0.281872174054246 0.280806712593723 0.279258689892695 0.28341039780551 0.27350222785243 0.277219140018767 0.311986995123735 0.270860479880145 0.278393930624817 0.294682856260303 0.271455109316553 0.275392055748879 0.269528152604758 0.282764614103706 0.303222850102136 0.279918108609697 0.285590449335749 0.284561349957208 0.289249253658821
"FIIIA1" 0.192854152372434 0.206990871119608 0.237412103163346 0.199206359264239 0.206662902489698 0.17317278150495 0.168531379763941 0.222417633174324 0.219079276863017 0.101525558436761 0.0995817976495144 0.166995813660189 0.0584558605899015 0.0418704081604091 0.113923052742576 0.134984348478171 0.146501083111358 0.0635611292357946 0.111650576095896 0.0423154389848702 0.0385335763545753 0.0433078051646738 0 0.079719564206754 0.0457139816934196 0.0938132598568114 0.0727369857572374 0.0358773191472987 0.0352981379538133 0.0539421893464863 0.209853432426763 0.161025879143572 0.102948749825799 0.260665579919428 0.0677280829878873 0.247410166828227 0.163845773862281 0.0550868679412603 0.18343982030935 0.0481743382440656 0.0872695799419295 0.0458457813546572 0.0498606915460229 0.10938204177554 0.0648329543071682 0.0428048911664014 0.239422197790141 0.0570697199710918 0.0637423610132737 0.0675643301834968 0.054302320978673 0.157832616087304 0.179424430938199 0.092927076385687 0.153281479659684 0.100283176821999 0.236494126295134 0.144471382083518 0.0660276690967687 0.260674373097858 0.256865458231446 0.258596921959805 0.237783076274555 0.250404597033527 0.255183400720734 0.261514484233631 0.267047907066947 0.257026878634953 0.259507411006741 0.26788650043271 0.256341889843014 0.255494443261884 0.255440613926927 0.256131013845441 0.248129343438146 0.251035747021218 0.285539795189363 0.245688684911604 0.254312150704609 0.268039495664049 0.248614848314564 0.250686717152667 0.2469779456239 0.255731094107193 0.281338337727322 0.256594091228941 0.260313528917564 0.261556981177799 0.26643142333367
"FIIIA100" 0.152436451990101 0.16356749287516 0.197445001544568 0.149205947002645 0.164213785581966 0.130152507622931 0.124446543301712 0.182549503391744 0.17931257204127 0.076411878233021 0.0669864515788278 0.122419006568009 0.0735450135149259 0.0771332214901916 0.0837666175758497 0.101571359971355 0.126075425578949 0.0951044934712669 0.0776310573420059 0.079812901659925 0.0973312168569442 0.103681980984938 0.079719564206754 0 0.105974268611328 0.0695991240493294 0.129338003844835 0.0943507252292243 0.0933458280431409 0.0874536126650928 0.179896144660163 0.139626619109404 0.0752899359577876 0.238743103204062 0.0640223411043349 0.2216986731265 0.134153203740146 0.066831605729251 0.149209725160506 0.104713641815898 0.091620141043922 0.103938468230277 0.109161582415752 0.091797175720206 0.123391755488985 0.0988595305316556 0.196765611420562 0.113475047915769 0.12173270072451 0.12684295627958 0.11001184569315 0.117358620287721 0.150463243306737 0.0988496334840381 0.12339631890475 0.0743461364325318 0.216093115006287 0.105066063069917 0.082426974338519 0.219181814603491 0.209416350918828 0.218737766490422 0.19250396402087 0.208922164916416 0.209050968999861 0.215634254772693 0.222914302109422 0.212252243853672 0.211679454038439 0.225074276697824 0.212365936044676 0.21284778880602 0.217395955888541 0.217020301935122 0.211677773758388 0.201739308277232 0.246250827905536 0.205829659578061 0.214931357441944 0.216919633263216 0.199580145073731 0.207028415474996 0.21375864029027 0.209536584164841 0.248634607106908 0.204923346001027 0.213929811362121 0.219813095128228 0.232497500557
"FIIIB1" 0.22334675353662 0.237624670843304 0.263383438333382 0.229441309450667 0.238239979114902 0.20138434747097 0.197205970561969 0.250561507788551 0.248132069335125 0.128035223679044 0.124741983573626 0.195797218509891 0.0797887961674455 0.0645605646866483 0.138500970416813 0.159810663120687 0.171143611799609 0.0787532237289374 0.138499441260543 0.0570973265215438 0.0265277511055835 0.016294192649672 0.0457139816934196 0.105974268611328 0 0.119595854163389 0.038721913338253 0.0235120897602922 0.0236876548060765 0.0661738120344545 0.22730657499084 0.182934077672881 0.127755082946208 0.275439790952774 0.0906764856670419 0.263850626668777 0.187476523001218 0.0763224103898448 0.206725876496141 0.0145034775022841 0.0979922295159754 0.0155385718325922 0.0194437739334464 0.133311204048902 0.0273441759240892 0.0300806451614281 0.269109917979809 0.0196581259660319 0.0259323911561437 0.0302623737835864 0.0192447521877267 0.187415071944233 0.205939524333706 0.101563970499101 0.181190206815723 0.126226376346563 0.255914635775855 0.17441632427738 0.077477666756264 0.285711510301374 0.288193799118183 0.28490395172566 0.267360448762528 0.277483828535555 0.284948682337195 0.291841681259049 0.293759079237195 0.286564584207661 0.288364345749903 0.297013195643739 0.285881214237587 0.284458077462021 0.283060416398404 0.28761330720767 0.276216267303864 0.281600704467134 0.313622397721294 0.274937608672715 0.2809910810314 0.296952854920242 0.275485805405186 0.278037498662483 0.270495031401068 0.285735726249534 0.303403733738751 0.282941122629165 0.288967267495501 0.286360349902629 0.289823351547635
"FIIIB10" 0.156351186791486 0.176939521412692 0.208077337436218 0.166670542599031 0.172359147491916 0.136877859372093 0.135436372022852 0.201172292156704 0.183808359688533 0.0651286815250299 0.064352431692392 0.133748608588478 0.0782851528769202 0.0754400870389704 0.076046716308439 0.118355555080494 0.135640678989646 0.0960287115833418 0.0827681388809256 0.0937530221449134 0.110731533077458 0.114141634080598 0.0938132598568114 0.0695991240493294 0.119595854163389 0 0.146326402713956 0.107803551299846 0.111072840807796 0.109911950665194 0.210875474757168 0.163114567954944 0.0926283567421006 0.266890111132216 0.0871885698852535 0.251902976221801 0.162492973164936 0.0972135649566527 0.171288814439186 0.118297019254634 0.103806771759854 0.114745077460565 0.119234249695526 0.0797182388792424 0.135228169425039 0.112590910627133 0.206709779148787 0.126436346862404 0.134026481046749 0.135637646792211 0.121552338381974 0.130928660966895 0.175873071508617 0.11207600345703 0.147601578766307 0.0892665226865869 0.24048581926999 0.109402666656286 0.107049254838672 0.241723909126965 0.218817065018409 0.239146798089015 0.194631721271832 0.218009140747128 0.22038599590874 0.226036332719525 0.234639756860662 0.220089150715278 0.225322662162019 0.243325056948443 0.221373734061027 0.213726379041799 0.214637571856291 0.219665805025535 0.214607781006612 0.210446514144996 0.265912287016134 0.204068944847926 0.220312997946966 0.232004158473572 0.209780971709578 0.223267053226012 0.235172585661564 0.214955357905807 0.268222354638757 0.219191269665459 0.218731655932058 0.240654231531128 0.252591970202541
"FIIIB100" 0.248949404356224 0.262398465337532 0.287647208172987 0.254016629276144 0.262918022830981 0.227213688326962 0.222043055342154 0.27364265983357 0.272477707888083 0.155635922579248 0.150765954238277 0.219238939829257 0.106407149010369 0.0920994515931984 0.16388659155867 0.185212563588881 0.195334904064882 0.105606122388173 0.162812862800223 0.0860339853765234 0.0523318748772438 0.0439496003354158 0.0727369857572374 0.129338003844835 0.038721913338253 0.146326402713956 0 0.0490567524215233 0.0536675065293792 0.0876049406237135 0.244052274858605 0.202867563478672 0.148133573512145 0.289833878432564 0.114115716206221 0.28066271693355 0.205638862270054 0.097287835753323 0.228825113517495 0.0407272548308584 0.120711109852438 0.0439509559565705 0.0418914488883057 0.156853946917889 0.0225604193367034 0.0548830584331492 0.291284516252069 0.0296897938420233 0.023775631781671 0.0294491544793579 0.0437418658574293 0.212192749157864 0.230452237275448 0.12848118949478 0.205815382853287 0.150566307082526 0.274852432528391 0.198435189839716 0.096116494817798 0.306635389012935 0.309156495213462 0.305483325482756 0.289387414459023 0.298394279941668 0.306321292925928 0.314091986115673 0.314484457476002 0.307166114505185 0.309953492626043 0.31806688049622 0.30677459236951 0.305395235967685 0.304334370650188 0.308546786048032 0.297583733940168 0.303222488282988 0.333025911036196 0.296454775642502 0.301767481184164 0.317114612661755 0.296001371161469 0.298358367453501 0.287514898750769 0.306155775054684 0.320054204481859 0.303265650452329 0.308707445531899 0.305660932859712 0.305298346632313
"FIIIC01" 0.20965697652394 0.223819100755832 0.251606536107235 0.218560848335737 0.22365628447372 0.189533326131083 0.184005058835587 0.23874037755774 0.233949882920551 0.116633000961498 0.113080926112646 0.184692559342678 0.0707271895522323 0.0542081186491405 0.128204834105418 0.151199546687938 0.16029199940428 0.073010425769706 0.126980378218324 0.0545453237059616 0.0223510707414026 0.0179641466080981 0.0358773191472987 0.0943507252292243 0.0235120897602922 0.107803551299846 0.0490567524215233 0 0.0236336010243474 0.0609988695983488 0.228008741092777 0.18134037641134 0.122266364221046 0.277105742194939 0.0837958509195268 0.264538077610885 0.18471761016053 0.0676851600755482 0.203358566222506 0.0263999419018014 0.093368672980462 0.0247488829204139 0.030072717730138 0.120461143955296 0.041264898057633 0.0232185032924781 0.257485274135957 0.0331278076746968 0.0396771086227427 0.0445536191099667 0.0342559459028629 0.174606284817237 0.198630109347421 0.101151875506728 0.169206587844965 0.117270973195166 0.253562882627833 0.161165340412177 0.0814569475775144 0.279724078684298 0.275171315392184 0.278249832311462 0.25449510915213 0.270075823348284 0.275250872939198 0.279953310231171 0.285630550830195 0.274745520410778 0.276360978785768 0.287073336358542 0.275669778592673 0.27258225534322 0.271166099489521 0.275607206273383 0.265719730118916 0.268270824605857 0.306751080721454 0.262899843610813 0.272430221842606 0.285449709636016 0.262844192925338 0.266873714741001 0.266204904354525 0.273303783502466 0.300936099507378 0.271093223936904 0.276777717616817 0.278236803479875 0.285500255791457
